handle,dc.collection,dc.identifier,dc.title,dc.creator,dc.publisher,dc.contributor,dc.rights,dc.description,dc.coverage.spatial,dc.coverage.temporal,dc.note,dc.note.internal,dc.relation.other,dc.date.issued,dc.location,dc.language,dc.type,dc.format,dc.format.numberofscans,dc.format.numberofpages,dc.identifier.projectcode,dc.identifier.other,dc.catalogedby,dc.validatedby,dc.date.cataloged,dc.date.validated,dc.date.acquisition,dc.subject,dc.source,dc.relation,dc.rights.holder,dc.provenance,dcterms.accrualMethod,URL
123456789/94118,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00189,"Sidney Novil ve Şürekası, Galata. - Sidney Nowill & Co. Importers & General Merchants. Mehmed Sadık Bey adına kesilmiş fatura.",,,,Open Access,,,,"Galata, Posta Kutusu 1154",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1935-03-04,SALT Research,Türkçe - Turkish,Belge - Document,29-23 cm; Handwritten; Printed,2,,,66237,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94118
123456789/94119,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00197,"Tahtakale'de Salomon Jerusalmı sabık A. Salto Ticarethanesi (Kırtasiyeye mahsus her nevi malzeme, kitap vesaire mağazası) tarafından Mehmet Sadık Bey adına kesilmiş fatura.",,,,Open Access,,,,"Tahtakale, no:30",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1934-09-04,SALT Research,Türkçe - Turkish,Belge - Document,"28-20,5 cm; Handwritten; Printed",1,,,66245,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94119
123456789/94120,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00201,"S .A. Horasancıyan her nevi yazı ve matbaa kağıtları tabiye işleri, levazımı kırtasiye. S. A. Korassandjian papeterie en gros et en détail. Afitap Mağazası’na fatura.",,,,Open Access,,,,"Tesis tarihi 1867, Royal yazı makineleri.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1934-09-30,SALT Research,Türkçe - Turkish,Belge - Document,"28,5-22 cm; Handwritten; Printed",1,,,66249,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94120
123456789/94121,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00207,"Abéni Biraderler yazı kağıdı. Envai kartpostal, edevat kırtasiye ve matbaa işleri. Mehmet Sadık Bey'e fatura - Fratelli Abéni papeterie, articles de bureaux, assortiment de cartes postales et impressions en tous genres, Stamboul.",,,,Open Access,,,,"Marpuççular (Marpoutchılar), no:4",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1927-09-08,SALT Research,Osmanlı Türkçesi - Ottoman Turkish; Fransızca - French,Belge - Document,27-20 cm; Handwritten; Printed,1,,,66255,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94121
123456789/94122,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00218,"Işık Ticaret ve Komisyonculuk Evi, Şükrü Emin, idhalat, ihracat, komisyon ve gümrük muamelatı, Sirkeci. Mehmet Sadık Bey adına kesilmiş fatura.",,,,Open Access,,,,"Sirkecide Gümrük karşısında Meymenet Han, no: 4-3",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1928-01-09,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"28,5-20 cm; Handwritten; Printed",1,,,66266,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94122
123456789/94123,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00225,Çituris Biraderler Matbaa-Mücellithane ve Kırtasiye Mağazası' antetli Mehmet Sadık Bey adına kesilmiş fatura.,,,,Open Access,,,,"Galata, Mertebani Sokak, no:13-15",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1935-01-29,SALT Research,Türkçe - Turkish,Belge - Document,28-20 cm; Handwritten; Printed,1,,,66273,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94123
123456789/94124,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00228,"Hüseyin Tebrizi kağıd ticaret hanesi. Hussein Tebrizi, spécialité de papier, d'enveloppes, fabrique de registres, fourniture pour bureaux, articles de dessin et matériaux scolaires, Stamboul. Afitap Mağazası’na fatura. Facture à Afitab Mağazası.",,,,Open Access,,,,"İstanbul, Sultan Hamam, 2. Vakıf Han, no: 33",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1928-03-08,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"28,5-18 cm; Handwritten; Printed",1,,,66276,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94124
123456789/94125,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00234,Mıhcı oğlu Halil Naci kağıtçılık ve matbaacılık ticarethanesinden Afitap Mağazası'nda Mehmet Sadık Bey'e gönderilen borçlarına mukabil tanzil edilen bonoların hitam vadelerini öğrenmek istediklerine dair mektup. [9-18r],,,,Open Access,,,,Ankara’da her türlü alatı hendesiye ve levazımatı tersimiye ticarethanesi.,2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1935-12-26,SALT Research,Türkçe - Turkish,Belge - Document,31-21 cm; Handwritten; Printed,1,,,66282,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94125
123456789/94126,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00247,"Kurban Zade Mahmud itimad ticarethanesi. Kourban Zade Mahmoud, maison de commerce pour les sacs en gros & en détail. Mehmed Sadık Efendi'ye fatura - Facture à Mehmet Sadık.",,,,Open Access,,,,"İstanbul, Asmaaltı, no: 47",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1928-06-25,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"26,5-23 cm; Handwritten; Printed",2,,,66295,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94126
123456789/94127,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00248,Urgancı Mehmet Celali Hacı Bekir Zade antetli Mehmet Sadık Bey adına kesilmiş fatura.,,,,Open Access,,,,"İstanbul, Zindankapı, no: 10",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1934-02-26,SALT Research,Türkçe - Turkish,Belge - Document,"28,5-20,5 cm; Handwritten; Printed",1,,,66296,UMITS,,09.11.2009,,09.11.2009,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94127
123456789/94128,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00262,Mersin'de bulunan Mehmed Ali [Alevli] Bey'in Sadık Bey'e mektubu.,,,,Open Access,,,,,2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1943-02-07,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,28-22 cm; Handwritten,1,,,66310,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94128
123456789/94129,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00273,"Mehmet Ali Alevli tarafından Mersin'de A. Avigdor'a gönderilen Amerikan lastik fabrikası Goodrich hakkındaki mektup, Mehmet Ali Alevli'nin İskenderun'da bulunan V. Değirmencioğlu gönderdiği mektubun suretini de içermektedir.",,,,Open Access,,,,"Hayri Atay ve Mehmet Alevli, Gaziantep. (U.S.) Royal Otomobil Lastikleri satış evi. Şubesi: Diyarbakır, Antakya.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1946-02-22,SALT Research,Türkçe - Turkish,Belge - Document,"29,5-23,5 cm; Printed",1,,,66321,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94129
123456789/94130,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00278,Beyoğlu Altıncı Noteri tarafından onaylanmış Yorgi Hırısulisin imzasının tasdiknamesi ile Yorgi Hırısulisin'in Mehmet Ali Alevli'den aldığı dizel motoru kafasını belirtilen şartlara göre yapmayı kabul ettiğine dair taahhütname.,,,,Open Access,,,,"Hayri Atay ve Mehmet Alevli, Gaziantep. (U.S.) Royal Otomobil Lastikleri satış evi. Şubesi: Diyarbakır, Antakya.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1944-10-18,SALT Research,Türkçe - Turkish,Belge - Document,Printed,3,,,66326,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94130
123456789/94131,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00286,Hayri Atay ve Mehmet Ali Alevli'ye ait 2 ve 3 numaralı tesbit zabıtları.,,,,Open Access,,,,"Hayri Atay ve Mehmet Alevli, Gaziantep. (U.S.) Royal Otomobil Lastikleri satış evi. Şubesi: Diyarbakır, Antakya.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,,SALT Research,Türkçe - Turkish,Belge - Document,"29,5-23 cm; Printed",4,,,66334,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94131
123456789/94132,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00295,"Correspondence between Mehmet Ali Alevli and Mr. Willis Baruch, representative, Messrs B.F. Goodrich Company. There is also a sales agreement between them.",,,,Open Access,,,,"Hayri Atay ve Mehmet Alevli, Gaziantep. (U.S.) Royal Otomobil Lastikleri satış evi. Şubesi: Diyarbakır, Antakya.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1945-08-28; 1945-12-17,SALT Research,İngilizce - English; Osmanlı Türkçesi - Ottoman Turkish,Dosya - File,Handwritten; Printed,27,,,66343,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94132
123456789/94133,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00301,Gaziantep'te bulunan Hayri Atay ve Mehmet Ali Alevli'nin şirketi tarafından Elazığ-Van demiryolu 5. kısım müteahhitliği yapan Elazığ tüccarlarından Hasan Fehmi Dağlar adına kesilmiş Şevrole (Chevrolet) kamyon yedek parça ve lastik,,,,Open Access,,,,"Hayri Atay ve Mehmet Alevli, Gaziantep. (U.S.) Royal Otomobil Lastikleri satış evi. Şubesi: Diyarbakır, Antakya.",2006 yılında Babil Sahaf tarafından bağışlanmıştır.,,1943-07-15; 1943-09-21,SALT Research,Türkçe - Turkish,Belge - Document,20-30 cm; Printed,3,,,66349,UMITS,,12.02.2010,,12.02.2010,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/94133
123456789/97621,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00019,V. Sarfati ve A. Kohen. Kravat ve Şemsiye Fabrikasi - V. Sarfati & A. Cohen. Fabrique de Cravates et Parapluies,,,,Open Access,"İstanbul, Sultan Hamam Messadet Han, Numero 1",,,"Osmanlıca, Fransızca antet",Yusuf Levent bağışı. 14.05.07,,1927-04-20,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"20-28,4 cm",2,,,44751,UMITS,,14.08.2008,,14.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/97621
123456789/97622,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00020,Camhi ve Hazan. Her Nevi Şapka Ticarethanesi - Camhi & Hasan. Négociants en chapeaux en tous genre,,,,Open Access,"İstanbul, Örücüler Caddesi, Örücüler Hamam’ın karşusunda Numero 21. Şubesi Örücüler Kapusu Numero 3",,,"Osmanlıca, Fransızca, İbranice, Yunanca Antet",Yusuf Levent bağışı. 14.05.07,,1926,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"19,1-28 cm",2,,,44752,UMITS,,14.08.2008,,14.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/97622
123456789/97623,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00029,"Sorya, Kohen ve Şürekası. Her Nevi Hırdavat Mağazası - Soria, Cohen & Cie. Quincaillerie et Mercerie",,,,Open Access,İzmir'de Peştemalcılarda Numero 162-164,,,"Osmanlıca, Fransızca, İbranice, Yunanca antet",Yusuf Levent bağışı. 14.05.07,,1920-08-15,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"19,5-25,5 cm",1,,,44761,UMITS,,14.08.2008,,14.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/97623
123456789/97624,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00058,Nesim ve Avram Marçili. Hazır ve ısmarlama sancak mağazası ve tesbih kamçığı imalathanesi - Nissim & Avram Martchili. Passementerie en tous genres - Fabrication de chapelets et de fouets,,,,Open Access,"İstanbul Sultan Hamam, Bakırcılar’da Numero 91",,,"23/11/1340. Osmanlıca, Fransızca, İbranice, Yunanca antet.",Yusuf Levent bağışı. 14.05.07,,1924-11-23,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"21,7-28 cm",1,,,44790,UMITS,,15.08.2008,,15.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/97624
123456789/97625,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00067,Viktor Ohatidi. Ecza attariye ve ıtriyat deposu - Victor Ohanidi. Droguerie Turkia,,,,Open Access,"İstanbul, Alaca Hamam Katırcılar Sokağı Numero 27",,,"Osmanlıca, Fransızca antet",Yusuf Levent bağışı. 14.05.07,,1926-06-15,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"21,3-27,4 cm",1,,,44799,UMITS,,25.08.2008,,25.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/97625
123456789/97626,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00072,E. Roseto - E. Rossetto [Gant],,,,Open Access,Beyoğlu'nda Tünel Çarşısı’nda Numero 11,,,"Osmanlıca, Fransızca antet",Yusuf Levent bağışı. 14.05.07,,1924-05-14,SALT Research,Fransızca - French,Belge - Document,"14,7-20,7 cm",1,,,44804,UMITS,,25.08.2008,,25.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/97626
123456789/97627,"City, Society, and Economy / Institutions / Trade Companies / Documents",AINDS00074,Moiz Amira ve David Sadaka - Moise Amira & David Sadacca. Négociant en manufactures,,,,Open Access,"İstanbul, Büyük Çorabçı Han, Numero 2-3-4",,,"Osmanlıca, Fransızca, İbranice antet",Yusuf Levent bağışı. 14.05.07,,1926-04-04,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"15,7-22,8 cm",1,,,44806,UMITS,,25.08.2008,,25.08.2008,,,,,,Donation,https://archives.saltresearch.org/handle/123456789/97627
