handle,dc.collection,dc.identifier,dc.title,dc.creator,dc.publisher,dc.contributor,dc.rights,dc.description,dc.coverage.spatial,dc.coverage.temporal,dc.note,dc.note.internal,dc.relation.other,dc.date.issued,dc.location,dc.language,dc.type,dc.format,dc.format.numberofscans,dc.format.numberofpages,dc.identifier.projectcode,dc.identifier.other,dc.catalogedby,dc.validatedby,dc.date.cataloged,dc.date.validated,dc.date.acquisition,dc.subject,dc.source,dc.relation,dc.rights.holder,dc.provenance,dcterms.accrualMethod,URL
123456789/31346,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC002,Girit vilayetine bağlı Kandiye şehrinde oturan İsmail Ağa’nın aynı şehirde gayr-ı menkuller aldığını gösteren sözleşmedir.,,,,Open Access,"Sözleşme imzalanırken Bucdaki Zade Hüseyin ile Yakopaki Yusuf şahid, Hacı Alaki Halil kefil olarak bulunmuşlardır.",,,14 Cemaziyel Evvel 1303,,,1886-01-20,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,34-24 cm; Handwritten,1,,,66023,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31346
123456789/31347,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC006,Hüdaizade Molla Mustafa’nın Girit’in Kandiye şehrinde gayr-ı menkul satın aldığını belgeleyen gayr-ı menkül bey ve şira hücceti.,,,,Open Access,,,,,,,1893-01-16,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,30-20 cm; Handwritten,1,,,66027,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31347
123456789/31348,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC007,"Kandiye şehrinin Yeni Cami-i Şerifi Mahallesi’nde oturan Kahveci Ahmed Ağa’nın bir mülk satın aldığını gösteren mübayaa hüccetidir. Sözleşme imzalanırken Arif Babazade, Hasan Baba Katnos ve Ali Hacı Efendi şahid olarak bulunmuşlardır.",,,,Open Access,,,,,,,1893-04-19,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"38-23,5 cm; Handwritten",3,,,66028,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31348
123456789/31349,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC009,Girit vilayetinde imzalanmış Kandiye şehrinde İsmail Ağa Kapotaki Bin Hüdai’nin biraderi Mustafa Ağa Hendinaki Bin Hüdai’den gayr-ı menkul satın aldığını belgeleyen emval-i gayr-ı menkule mübayaa hücceti.,,,,Open Access,Sözleşme sırasında Ali Efendi oğlu Hüseyin Mehmed ve Şakir Efendi'nin oğlu şahid olarak bulunmuşlardır.,,,,,,1894-10-13,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"38-23,5 cm; Handwritten",3,,,66030,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31349
123456789/31350,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC018,"Hatz Asan Yiouspasiakis from one part, and Antonios Sellamnianakis and Konstantinos Trigonakis from other part, divide in half land piece situated at the Topaltı Periphery of Iraklio of a width of 12 moutzouria and estimated of price of 800 golden drachmes.",,,,Open Access,It is agreed that Hatz Asan Yiouspasiakis will pay the sum of 60 golden drachmes to the other part.,,,Notarial act concerning division of land property.,,,1903-09-16,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,4,,,66039,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31350
123456789/31351,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC033,"Samie Mavropoula, daughter of Ismail, sells to Mustafa Hudaydakis a house situated at the neighbourhood Balta Tzami of Iraklion for the price of 820 drachmes.",,,,Open Access,,,,Notarial sale contract of a house.,,,1914-07-22,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,4,,,66054,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31351
123456789/31352,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC039,Muslim Council of Elders of Iraklion approves decision of the relatives council of orphans Mehmet and Yandikiar Hudaydaki.,,,,Open Access,"Since Mehmet has reached the age of 18, he is allowed to run his property according to article 84 of the special law concerning muslim communities. His sister Yandikar will receive an allowance.",,,Decision of The Muslim Council of Elders of Iraklion.,,,1917-10-21,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,4,,,66060,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31352
123456789/31353,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC042,"Mehmet Hudaydakis, son of the deceased Mustafa Aga, and his sister, Yadikiar represented by the supervisor of her property, Halil Yunusakis, divide the property of a total value of 150, 000 drachmes inherited by their deceased father.",,,,Open Access,"The property consists of vine present at the division is the supervisor of orphans properties, Mehmet Halatsakis, all inhabitants of Iraklio. The document is consisted of three seperate parts.",,,Notarial act of property division.,,,1920-02-04,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,18,,,66063,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31353
123456789/31354,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC054,"The public custody office of Iraklio verifies that the following real estates are under the full ownership of Mehmet Hudaydakis, son of Mustafa.",,,,Open Access,Verification of the Public Custody Office of Iraklio.,,,"Two vineyards and a piece of land at the Top Alti Periphery of Iraklio, 2 houses and 5/6 of a third one at the neighbourhood Balta Tzami and a house and 2/3 of a shop at the Street Makri Sokaki of the Yeni Tzami neighbourhood of Iraklio.",,,1925-06-09,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,3,,,66075,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31354
123456789/31355,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC055,"Mehmed Hüdaizade’ye ait Kandiye’deki bir takım gayr-ı menkulun cinsini, tapu senedi kıymetini gösteren beyannamedir.",,,,Open Access,,,,,,,1925-11-25,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,47-30 cm; Handwritten; Printed,1,,,66076,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31355
123456789/31356,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC057,Hüdaizade Mustafa oğlu Mehmed’in Yunanistan’da terk ettiği emlakı belgeleyen taahüdnamedir.,,,,Open Access,,,,,,,1926,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"43-23,5 cm; Handwritten",1,,,66078,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31356
123456789/32351,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC014,"Edhem Osoumanakis sells to Moula Mustafa Hudaydaki piece of land for price of 4, 500 gurus. The land is situated at Top Altı Periphery of Iraklio, at the site Keralis Ton Kambon and its size is 10 mouzouria, while it contains 30 mourella and small fig trees.",,,,Open Access,,,,Notarial sale contract of a pıece of land.,,,1900-08-21,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,4,,,66035,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32351
123456789/32352,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC016,"Abdoul Halim Efendis, proxy of Nefise, Mahmout Politakis' daughter, both former inhabitants of Iraklio and now inhabitants of Bournova of Anatolia, sell to Moula Mustafa Haydaydakis or Kabotakis an olive grove of 21 trees at Top Alti Periphery of Iraklio.",,,,Open Access,,,,Notarial sale contract of land.,,,1900-11-07,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,4,,,66037,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32352
123456789/32353,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC017,Kandiye şehrinde oturan İbrahim Beyzade Bin Ahmed ve eşi Zeyneb Hacı Ulubula Binti Hacı Alaki Halil Hatun arasında görülen boşanma davasının ilamıdır.,,,,Open Access,,,,,,,1901-08-14,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"42-33,5 cm; Handwritten",1,,,66038,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32353
123456789/32354,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC020,"Mukerrem Hanumi, daughter of Mustafa Kantarci, acting as proxy of her sister, Melek, sells to Mustafaga Hudaydaki two houses located at the neighbourhood of Yeni Tzami in Iraklion. The price is set for 800 golden drachmes.",,,,Open Access,,,,Notarial contract of sale of houses.,,,1904-08-24,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,4,,,66041,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32354
123456789/32355,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC021,"Selim Aga Bendevakis or Misirlis sells to Mustafa Hudaydakis a house situated at the Yeni Tzami neighbourhood of Iraklio for a price of 1, 300 drachmes.",,,,Open Access,,,,Notarial sale contract of a house.,,,1905-04-06,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,4,,,66042,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32355
123456789/32356,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC026,"Teacher Remile Hanoum Kalathopoula sells to Mustafa Hudaydakis, proxy of orphan Alie Hatzialopoula, daughter of deceased Inayet, her land property situated at periphery of Village Petrokefalo of municipality of Agios Myronas of province of Malevizi.",,,,Open Access,"Since the value of the property was estimated to 2000 drachmes the difference is going to be exploited properly by Mustafa Hudaytakis for the profit of the aforementioned orphan Aliye, to whom the donation is addressed to.",,,Notarial sale contract of land property and house in the form of donation.,,,1911-01-21,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,4,,,66047,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32356
123456789/32357,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC035,"Posthumous registration of the property of the deceased Mustafa Aga Hudaydakis left to his orphans, Mehmet and Yadigar. The property consits of houses and shops in Iraklio, as well as vineyards and olive groves.",,,,Open Access,"The total value of the property, after the reduction of expenses, is 38, 709.85 drachmes.",,,Registration of property.,,,1916-03-29,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,6,,,66056,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32357
123456789/32358,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC049,"Hatitze, daughter of Vayram Katarzaki, widow of deceased Mustafa Hudaydaki or Kapotaki and wife of Mehmet Memisanaki, receives her right as Kiapin (Marriage donation) and alimony from property of the deceased the sum of 5, 000 drachmes.",,,,Open Access,"The sum is delivered to her by the children and inheritors of the deceased, Mehmet Hudaydaki and Yadikar, daughter of Mustafa Hudaydaki and wife of Arap Halatzaki.",,,,,,1922-03-14,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,3,,,66070,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32358
123456789/32359,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC060,Kandiye Sancağı Balta Cami-i Şerifi Mahallesi’nde oturan Mehmed Bin Mustafa Hüdaizade’nin taht-ı tasarrufunda ve idaresinde bulunan emval-i gayr-ı menkulün beyannamesidir.,,,,Open Access,,,,Beyannamenin hazırlanmasına Şerif Mehmed Babazade ve Hasan Lonsaki şahid olmuşlardır.,,,1927-09-28,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,30-20 cm; Handwritten,3,,,66081,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32359
123456789/32360,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC066,Draft calculation of construction expenses concerning lay of foundations and construction of walls.,,,,Open Access,,,,Draft calculation of construction expenses.,,,,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,1,,,66087,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32360
123456789/32361,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC071,Molla Mustafa Hacı Kaputaki’ye ait bir kaç emlakın kiraya verildiğini belgeleyen müessesat-ı diniye sandığına teslim olunan mübalağa mahsus ilm-i haberdir.,,,,Open Access,,,,14 Şubat 1321,,,,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,23-17 cm; Handwritten; Printed,1,,,66092,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32361
123456789/32362,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC072,Üzerinde sadece Kaputaki Molla Mustafa’ya Anonyaki Ahmed Bey’in bey ettiği dükkan hücceti yazan boş belge.,,,,Open Access,,,,1 Kanun-i Sani 1308,,,,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"10-23,5 cm; Handwritten",1,,,66093,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32362
123456789/33181,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC005,"Sivri Çeşme Çarşısı’nda, Hüdayedaki (Hüdayizade) Mustafa Ağa zimmetinde bulunan dükkanın hisselerinin borç nedeniyle rehin alındığını gösteren rehin hülasasıdır.",,,,Open Access,,,,,,,1892-01-05,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"30-20,5 cm; Handwritten",1,,,66026,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33181
123456789/33182,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC008,Kandiye’de kasap esnaftan İbrahim bin Arife kayınpederi tarafından ev ve bir miktar para hibe edildiğini belgeleyen bey ve sirâ- i hibe-i ittihab hüccetidir,,,,Open Access,"Hüccet imzalanırken Kasap İbrahim Arif, Hacı Cemaleddin Ağa Bin Cemal ve karısı ayrıca Hacı Hüseyin şahid olarak bulunmuşlardır.",,,8 Rebiül Evvel 1311,,,1893-09-18,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,"38-23,5 cm; Handwritten",2,,,66029,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33182
123456789/33183,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC025,"Mustafa Efendis Huseynakis, inhabitant of Iraklio and temporary resident of Constantinoupolis, acting as proxy of his daughter, Fatoume Hanoum Huseynopoula, wife of Nazim Huseyn Kambalidakis, sells 2 shops and a house to Mustafa Hudaydakis.",,,,Open Access,"Shops and house are located at the neighbourhood and market Yeni Tzami of Iraklio. 4, 800 of the total 8, 200 drachmes are delivered at the conclusion of the contract, while the rest 3, 400 are set to be delivered before october of the same year (1914).",,,Notarial sale contract of two shops and a house.,,,1909-05-09,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,4,,,66046,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33183
123456789/33184,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC030,"Mustafa Hudaydakis resigns from his part of the inherited property of his deceased wife, Zeynep Hatzi Aliopoula, which he delivers to his children and orphans of the deceased, Mehmet and Yadikar.",,,,Open Access,"The orphans are represented by their proxy, Halil Yenousakis. The property consists of real estate situated at the periphery of the peace court of Iraklio, at [the village] Agios Myronas of the province of Malevizi.",,,Notarial acto or resignation of inherited property.,,,1913-11-30,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,3,,,66051,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33184
123456789/33185,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC032,"Soubiye, widow of Ibraim Tsaousaki, sells 1/3 of the house she inherited from her deceased daughter, Heybeti, to Ali Mustafa Bartoukaki for the price of 150 drachmes.",,,,Open Access,Nevertheless she does not not receives the payment out of gratitude to the attending to her of the aforementioned Ali.,,,Sale and donation of a house.,,,1914-04-15,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,4,,,66053,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33185
123456789/33186,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC040,"Fatma Kouyioumtzopoula, daughter of Ismail and widow of Huseyn Arnaoutaki or Lagos (Rabbit), acting for herself and as proxy of her 5 orphan children, sells to Konstantinos Nikolaou Kallergis from village Keramoutsi of province of Malevizi a house in Iraklio",,,,Open Access,,,,Notarial sale contract of a house.,,,1917-12-03,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,6,,,66061,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33186
123456789/33187,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC045,"Mehmet Hudaydakis, son of Mustafa, sells to Hayder Baksevanaki a house for 5,000 drachmes. The house is located inside the town of Iraklio, at the neighborhood Yeni Tzami, at the number 127 of the Street Makri Sokaki.",,,,Open Access,"500 of the 5, 000 drachmes have been paid to Mehmet Hudaydaki in advance as dowry, 600 drachmes are delivered during the conclusion of the contract, while the rest (3, 900) drachmes will be delivered in the future.",,,Notarial sale contract of a house.,,,1921-08-16,SALT Research,Yunanca - Greek,Belge - Document,30-20 cm; Handwritten,3,,,66066,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33187
123456789/33188,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC051,"Mehmet Hudaydakis and Alis Semerezakis, both inhabitants of Iraklio, rent to Konstantinos Pendarakis and Dimitrios Galanakis, inhabitants of Iraklio as well, the revenues of the same years production of two vineyards for the price of 22, 000 drachmes.",,,,Open Access,,,,,,,1923-04-14,SALT Research,Yunanca - Greek,Belge - Document,20-30 cm; Handwritten,3,,,66072,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33188
123456789/33189,"City, Society, and Economy / Households and Families / Hüdaizâde / Documents",AFMHZDOC056,Hüdai Beyzade Mustafa oğlu Mehmed Efendi’ye verilmiş taahüdnamedir.,,,,Open Access,Taahüdnamede Girit’in Kandiye şehrine bağlı Yeni Cami-i Şerifi Mahallesi’nde bulunan bazı emlakın değeri ve özellikleri yazılmıştır.,,,,,,1926,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Belge - Document,44-30 cm; Handwritten,1,,,66077,UMITS,,20.10.2009,,20.10.2009,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/33189
