handle,dc.collection,dc.identifier,dc.title,dc.creator,dc.publisher,dc.contributor,dc.rights,dc.description,dc.coverage.spatial,dc.coverage.temporal,dc.note,dc.note.internal,dc.relation.other,dc.date.issued,dc.location,dc.language,dc.type,dc.format,dc.format.numberofscans,dc.format.numberofpages,dc.identifier.projectcode,dc.identifier.other,dc.catalogedby,dc.validatedby,dc.date.cataloged,dc.date.validated,dc.date.acquisition,dc.subject,dc.source,dc.relation,dc.rights.holder,dc.provenance,dcterms.accrualMethod,URL
123456789/201242,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH010,Küçük bir çocuğun stüdyo fotoğrafı - Studio photograph of a little girl,"Sébah & Joaillier Photographes, Péra-Constantinople",,,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,"8,7-13,7 cm; Baskı - Print; Siyah beyaz - Black & White",2,1,,131957,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201242
123456789/201243,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH011,Genç bir kızın stüdyo fotoğrafı - Studio photograph of a young girl,,,,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,"8,8-13,8 cm; Baskı - Print; Siyah beyaz - Black & White",1,1,,131958,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201243
123456789/201244,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH012,Genç bir kadının stüdyo fotoğrafı - Studio photograph of a young woman,"Sébah et Joaillier, Péra-Constantinople",,,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French; Osmanlı Türkçesi - Ottoman Turkish,Kartpostal - Postcard,"8,7-13,7 cm; Baskı - Print; Siyah beyaz - Black & White",2,1,,131959,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201244
123456789/201245,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH013,Genç bir kadının fotoğrafı - Photograph of a young woman,,"R. Guilleminot Bœspflug et Cie., Paris",,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,9-14 cm; Baskı - Print; Siyah beyaz - Black & White,2,1,,131960,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201245
123456789/201246,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH014,Bir kız çocuğunun stüdyo fotoğrafı - Studio photograph of a girl,,,,Open Access,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,,Kartpostal - Postcard,"8,7-13,7 cm; Baskı - Print; Siyah beyaz - Black & White",2,1,,131961,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201246
123456789/201247,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH015,Leonardo de Mango'nun çiziminin kartpostalı - Postcard of the drawing by Leonardo de Mango,,,Leonardo de Mango,Open Access,"Ön yüzünde - On the front side: ""Muezino annunziante ai fedeli l'ora della preghiera (quadro del pittore Italiano Cav. Leonardo de Mango)"", ""Agosto 1913, L. de Mango"", ""à Mme Louise Bougrot souvenir d'amitié de son ami L. de Mango, 1920"". Arka yüzünde - On the back side: ""Si vende al prezzo di 20 parà a beneficio del Sottocomitato Studentesco della Dante Alighieri di Costantinopoli"". ""Libreria Italiana Gorlero, Pera, Costantinopoli"".",,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,1920,SALT Research,İtalyanca - Italian; Fransızca - French,Kartpostal - Postcard,"8,8-13,9 cm; Baskı - Print; Sepya - Sepia",2,1,,131962,Sinem Gülmez,,2019-08-07,,2014-00-00,Leonardo de Mango; Müezzin; Muezzin,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201247
123456789/201248,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH016,Interlaken şehri - Interlaken city,,"Verlag v. Kaiser & Co., Bern, No. 7817",,Open Access,,"Bern, İsviçre - Bern, Switzerland",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Almanca - German; Fransızca - French,Kartpostal - Postcard,"13,9-9,1 cm; Baskı - Print; Siyah beyaz - Black & White",2,1,,131963,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201248
123456789/201249,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH017,Niesen ve Stockhorn dağlarının görünümü - A view of Niesen and Stockhorn mountains,,Edition Photoglob Co. Zurich,,Open Access,"Ön yüzünde - On the front side: ""Blick auf Niesen und Stockhorn""","Bern, İsviçre - Bern, Switzerland",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Almanca - German; Fransızca - French,Kartpostal - Postcard,14-9 cm; Baskı - Print; Siyah beyaz - Black & White; Renkli - Colored,2,1,,131964,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201249
123456789/201250,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH018,"""Square Lafayette, Statue de Jeanne d'Arc par Frémiet""",,"Imprimeries Réunies, Nancy",,Open Access,Frémiet'nin Lafayette Meydanı'ndaki Jeanne d'Arc Heykeli - Statue of Jeanne d'Arc by Frémiet in Lafayette Square,"Nancy, Fransa - Nancy, France",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,"8,7-14 cm; Baskı - Print; Siyah beyaz - Black & White",2,1,,131965,Sinem Gülmez,,2019-08-07,,2014-00-00,Lafayette Meydanı; Jeanne d'Arc heykeli,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201250
123456789/201251,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH019,"""Square de la Bourse, Marseille""",,,,Open Access,"Borsa Meydanı, Marsilya - Bourse Square, Marseille","Marsilya, Fransa - Marseille, France",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,"13,9-8,8 cm; Baskı - Print; Siyah beyaz - Black & White",1,1,,131966,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201251
123456789/201252,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH020,"""La Cathédrale et Notre-Dame de la Garde""",,,,Open Access,Katedral ve Notre-Dame de la Garde Bazilikası - The Cathedral and the Basilica Notre Dame de la Garde,"Marsilya, Fransa - Marseille, France",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,"13,7-9 cm; Baskı - Print; Siyah beyaz - Black & White",1,1,,131967,Sinem Gülmez,,2019-08-07,,2014-00-00,Marseille Cathedral; Marsilya Katedrali; Marsilya; Marsielle,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201252
123456789/201253,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH021,"""Porte d'Aix, Marseille""",,,,Open Access,"Aix Kapısı, Marsilya - Aix Gate, Marseille","Marsilya, Fransa - Marseille, France",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,14-9 cm; Baskı - Print; Siyah beyaz - Black & White,1,1,,131968,Sinem Gülmez,,2019-08-07,,2014-00-00,Porte Royale; Marsilya Zafer Takı; Marsilya; Marsielle,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201253
123456789/201254,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH022,"""Le Château d'If""",,,,Open Access,If Şatosu - The Château d'If,"Marsilya, Fransa - Marseille, France",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,"13,7-9 cm; Baskı - Print; Siyah beyaz - Black & White",1,1,,131969,Sinem Gülmez,,2019-08-07,,2014-00-00,The castle of If; If Kalesi; Marsilya; Marsielle,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201254
123456789/201255,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH023,"""Ascenseurs de Notre-Dame de la Garde, la Gare de départ, Marseille""",,,,Open Access,"Notre-Dame de la Garde Asansörü, istasyonun giriş-çıkış kapısı, Marsilya - Elevator of Notre-Dame de la Garde, entrance and exit door of the station, Marseille","Marsilya, Fransa - Marseille, France",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,"13,7-8,9 cm; Baskı - Print; Siyah beyaz - Black & White",1,1,,131970,Sinem Gülmez,,2019-08-07,,2014-00-00,Notre Dame de la Garde; Marsilya; Marsielle,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201255
123456789/201256,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH024,"""Ascenseurs de Notre-Dame de la Garde, Marseille""",,,,Open Access,"Notre-Dame de la Garde Asansörü, Marsilya - Elevator of Notre-Dame de la Garde, Marseille","Marsilya, Fransa - Marseille, France",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,9-14 cm; Baskı - Print; Siyah beyaz - Black & White,1,1,,131971,Sinem Gülmez,,2019-08-07,,2014-00-00,Notre Dame de la Garde; Marsilya; Marsielle,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201256
123456789/201257,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH025,"""Passerelle des Ascenseurs de Notre Dame de la Garde, Marseille""",,,,Open Access,"Notre-Dame de la Garde asansörlerinin geçidi, Marsilya - Footbridge of the elevators of Notre-Dame de la Garde, Marseille","Marsilya, Fransa - Marseille, France",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Fransızca - French,Kartpostal - Postcard,"13,8-9 cm; Baskı - Print; Siyah beyaz - Black & White",1,1,,131972,Sinem Gülmez,,2019-08-07,,2014-00-00,Notre Dame de la Garde; Marsilya; Marsielle,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201257
123456789/201258,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH026,N. Paganini'nin kemanı - The violin of N. Paganini,,,,Open Access,"Ön yüzünde - On the front side: ""Genova, Violino di N. Paganini"". Arka yüzde - On the back side: ""Vera fotografia 'Omniafoto'. Rip. Vietata.""","Cenova, İtalya - Genova, Italia",,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,İtalyanca - Italian; Fransızca - French; İngilizce - English; Almanca - German,Kartpostal - Postcard,"10,4-14,8 cm; Baskı - Print; Siyah beyaz - Black&White",2,1,,131973,Sinem Gülmez,,2019-08-07,,2014-00-00,Cenova; İtalya; Genova; Italia; N. Paganini,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201258
123456789/201259,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH027,"G.K.'nın Pera'dan Marie Emirzé'nin Pangaltı'daki adresine gönderdiği kartpostal - Postcard sent from G.K., Pera to Marie Emirzé living in Pangaltı",,,,Open Access,"Adres: ""Sabun Fabrikası Caddesi, Şişli"". - Address: ""Rue Saboun Fabrica, Chichli"".",,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,1915-02-05,SALT Research,Fransızca - French,Kartpostal - Postcard,"8,8-14,1 cm; El yazısı - Handwriting; Baskı - Print; Renkli - Color",2,1,,131974,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201259
123456789/201260,"City, Society, and Economy / Households and Families / Emirzé / Photographs and Postcards",AFMEMZH028,N. Debeglia tarafından Marguerite Emirzé'ye Jean Emirzé eliyle gönderilen kartpostal - Postcard sent from N. Debeglia to Marguerite Emirzé via Jean Emirzé,,,,Open Access,"Adres: - Address: ""Chemin de fer Ottoman d'Anatolie, Haïdar Pacha"".",,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive was donated by Anita Saban to SALT Research in 2014.",,,SALT Research,Almanca - German,Kartpostal - Postcard,14-9 cm; El yazısı - Handwriting; Baskı - Print; Renkli - Color,2,1,,131975,Sinem Gülmez,,2019-08-07,,2014-00-00,,,,,"Emirzé Arşivi, Anita Saban tarafından 2014 yılında SALT Araştırma'ya bağışlandı. - Emirzé Archive donated by Anita Saban to SALT Research in 2014.",Bağış - Donation,https://archives.saltresearch.org/handle/123456789/201260
